"LOCATION","Country","TYPE_VAR","Type of indicator","VARIABLE","Indicator","WB","Current/Future Well-being","SEX","Sex","AGE","Age","EDUCATION","Education","TIME","Time","Value","Flag Codes","Flags"
"LUX","Luxembourg","AVERAGE","Average","8_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",76.3,,
"LUX","Luxembourg","AVERAGE","Average","8_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",76.3,,
"LUX","Luxembourg","AVERAGE","Average","8_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",76.3,,
"LUX","Luxembourg","AVERAGE","Average","8_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",76.3,,
"LUX","Luxembourg","AVERAGE","Average","8_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",75,,
"LUX","Luxembourg","AVERAGE","Average","8_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",75,,
"LUX","Luxembourg","AVERAGE","Average","8_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",75,,
"LUX","Luxembourg","AVERAGE","Average","8_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",67.3,,
"LUX","Luxembourg","AVERAGE","Average","8_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",67.3,,
"LUX","Luxembourg","AVERAGE","Average","8_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",67.3,,
"LUX","Luxembourg","AVERAGE","Average","8_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",80.1,,
"LUX","Luxembourg","AVERAGE","Average","8_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",80.1,,
"LUX","Luxembourg","AVERAGE","Average","8_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",80.1,,
"LUX","Luxembourg","AVERAGE","Average","8_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",10.2,,
"LUX","Luxembourg","AVERAGE","Average","8_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",9.2,,
"LUX","Luxembourg","AVERAGE","Average","8_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",9.5,,
"LUX","Luxembourg","AVERAGE","Average","8_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",7.2,,
"LUX","Luxembourg","AVERAGE","Average","8_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",9.7,,
"LUX","Luxembourg","AVERAGE","Average","8_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",6.4,,
"LUX","Luxembourg","AVERAGE","Average","8_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",6.4,,
"LUX","Luxembourg","AVERAGE","Average","8_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",6.5,,
"LUX","Luxembourg","AVERAGE","Average","8_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",8.4,,
"LUX","Luxembourg","AVERAGE","Average","8_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",6.4,,
"LUX","Luxembourg","AVERAGE","Average","8_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",6.4,,
"LUX","Luxembourg","AVERAGE","Average","8_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",5.6,,
"LUX","Luxembourg","AVERAGE","Average","8_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",4.2,,
"LUX","Luxembourg","AVERAGE","Average","8_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",6,,
"LUX","Luxembourg","AVERAGE","Average","9_2","Satisfaction with time use","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",7.2,,
"LUX","Luxembourg","AVERAGE","Average","10_1","Time spent in social interactions","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",3.9,,
"LUX","Luxembourg","AVERAGE","Average","10_2","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",93.6,,
"LUX","Luxembourg","AVERAGE","Average","10_2","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",93.6,,
"LUX","Luxembourg","AVERAGE","Average","10_2","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",93.6,,
"LUX","Luxembourg","AVERAGE","Average","10_2","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",93.6,,
"LUX","Luxembourg","AVERAGE","Average","10_2","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",92.9,,
"LUX","Luxembourg","AVERAGE","Average","10_2","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",92.9,,
"LUX","Luxembourg","AVERAGE","Average","10_2","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",92.9,,
"LUX","Luxembourg","AVERAGE","Average","10_2","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",90,,
"LUX","Luxembourg","AVERAGE","Average","10_2","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",90,,
"LUX","Luxembourg","AVERAGE","Average","10_2","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",90,,
"LUX","Luxembourg","AVERAGE","Average","10_2","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",91.2,,
"LUX","Luxembourg","AVERAGE","Average","10_2","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",91.2,,
"LUX","Luxembourg","AVERAGE","Average","10_2","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",91.2,,
"LUX","Luxembourg","AVERAGE","Average","10_3","Satisfaction with personal relationships","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",8,,
"LUX","Luxembourg","AVERAGE","Average","10_3","Satisfaction with personal relationships","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",7.8,,
"LUX","Luxembourg","AVERAGE","Average","11_1","Voter turnout ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",91.2,,
"LUX","Luxembourg","AVERAGE","Average","11_1","Voter turnout ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",89.7,,
"LUX","Luxembourg","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",8.6,,
"LUX","Luxembourg","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",7.6,,
"LUX","Luxembourg","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",7.1,,
"LUX","Luxembourg","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",8.4,,
"LUX","Luxembourg","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",8,,
"LUX","Luxembourg","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",7.1,,
"LUX","Luxembourg","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",8.3,,
"LUX","Luxembourg","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",8.3,,
"LUX","Luxembourg","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",8.3,,
"LUX","Luxembourg","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",8.1,,
"LUX","Luxembourg","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",10.9,,
"LUX","Luxembourg","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",11.1,,
"LUX","Luxembourg","DEP","Deprivation","1_5","Difficulty making ends meet","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",6.3,,
"LUX","Luxembourg","DEP","Deprivation","1_5","Difficulty making ends meet","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",5.5,,
"LUX","Luxembourg","DEP","Deprivation","1_5","Difficulty making ends meet","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",6.6,,
"LUX","Luxembourg","DEP","Deprivation","1_5","Difficulty making ends meet","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",7.3,,
"LUX","Luxembourg","DEP","Deprivation","1_5","Difficulty making ends meet","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",7.6,,
"LUX","Luxembourg","DEP","Deprivation","1_5","Difficulty making ends meet","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",8.3,,
"LUX","Luxembourg","DEP","Deprivation","1_5","Difficulty making ends meet","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",9.3,,
"LUX","Luxembourg","DEP","Deprivation","1_5","Difficulty making ends meet","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",10.2,,
"LUX","Luxembourg","DEP","Deprivation","1_5","Difficulty making ends meet","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",13.4,,
"LUX","Luxembourg","DEP","Deprivation","1_5","Difficulty making ends meet","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",11.9,,
"LUX","Luxembourg","DEP","Deprivation","1_5","Difficulty making ends meet","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",12.4,,
"LUX","Luxembourg","DEP","Deprivation","1_5","Difficulty making ends meet","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",12.4,,
"LUX","Luxembourg","DEP","Deprivation","1_5","Difficulty making ends meet","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",12.6,,
"LUX","Luxembourg","DEP","Deprivation","1_5","Difficulty making ends meet","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",12.8,,
"LUX","Luxembourg","DEP","Deprivation","1_6","Financial insecurity","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",30.8,,
"LUX","Luxembourg","DEP","Deprivation","2_2","Overcrowding rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",7.8,,
"LUX","Luxembourg","DEP","Deprivation","2_2","Overcrowding rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",6.6,,
"LUX","Luxembourg","DEP","Deprivation","2_2","Overcrowding rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",6.6,,
"LUX","Luxembourg","DEP","Deprivation","2_2","Overcrowding rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",5.8,,
"LUX","Luxembourg","DEP","Deprivation","2_2","Overcrowding rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",6.3,,
"LUX","Luxembourg","DEP","Deprivation","2_2","Overcrowding rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",7.1,,
"LUX","Luxembourg","DEP","Deprivation","2_2","Overcrowding rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",7,,
"LUX","Luxembourg","DEP","Deprivation","2_2","Overcrowding rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",7.7,,
"LUX","Luxembourg","DEP","Deprivation","2_3","Housing cost overburden","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",16.5,,
"LUX","Luxembourg","DEP","Deprivation","2_3","Housing cost overburden","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",14.8,,
"LUX","Luxembourg","DEP","Deprivation","2_3","Housing cost overburden","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",18.8,,
"LUX","Luxembourg","DEP","Deprivation","2_3","Housing cost overburden","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",17.3,,
"LUX","Luxembourg","DEP","Deprivation","2_3","Housing cost overburden","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",22.1,,
"LUX","Luxembourg","DEP","Deprivation","2_3","Housing cost overburden","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",21.6,,
"LUX","Luxembourg","DEP","Deprivation","2_3","Housing cost overburden","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",25.8,,
"LUX","Luxembourg","DEP","Deprivation","2_3","Housing cost overburden","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",29.3,,
"LUX","Luxembourg","DEP","Deprivation","2_4","Poor households without access to basic sanitary facilities","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",0,,
"LUX","Luxembourg","DEP","Deprivation","2_4","Poor households without access to basic sanitary facilities","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",0,,
"LUX","Luxembourg","DEP","Deprivation","2_4","Poor households without access to basic sanitary facilities","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",0,,
"LUX","Luxembourg","DEP","Deprivation","2_4","Poor households without access to basic sanitary facilities","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",0,,
"LUX","Luxembourg","DEP","Deprivation","2_4","Poor households without access to basic sanitary facilities","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",0,,
"LUX","Luxembourg","DEP","Deprivation","2_4","Poor households without access to basic sanitary facilities","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",0,,
"LUX","Luxembourg","DEP","Deprivation","2_4","Poor households without access to basic sanitary facilities","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",0,,
"LUX","Luxembourg","DEP","Deprivation","2_4","Poor households without access to basic sanitary facilities","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",0,,
"LUX","Luxembourg","DEP","Deprivation","3_3","Long hours in paid work","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",1.3,,
"LUX","Luxembourg","DEP","Deprivation","3_3","Long hours in paid work","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",0.5,,
"LUX","Luxembourg","DEP","Deprivation","3_3","Long hours in paid work","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",0,,
"LUX","Luxembourg","DEP","Deprivation","3_3","Long hours in paid work","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",0.1,,
"LUX","Luxembourg","DEP","Deprivation","3_3","Long hours in paid work","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",3.5,,
"LUX","Luxembourg","DEP","Deprivation","3_3","Long hours in paid work","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",3.7,,
"LUX","Luxembourg","DEP","Deprivation","3_3","Long hours in paid work","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",2.6,,
"LUX","Luxembourg","DEP","Deprivation","3_3","Long hours in paid work","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",3.2,,
"LUX","Luxembourg","DEP","Deprivation","3_3","Long hours in paid work","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",3.5,,
"LUX","Luxembourg","DEP","Deprivation","3_3","Long hours in paid work","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",3.3,,
"LUX","Luxembourg","DEP","Deprivation","3_3","Long hours in paid work","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",3.7,,
"LUX","Luxembourg","DEP","Deprivation","3_3","Long hours in paid work","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",3.9,,
"LUX","Luxembourg","DEP","Deprivation","3_3","Long hours in paid work","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",4.1,,
"LUX","Luxembourg","DEP","Deprivation","3_3","Long hours in paid work","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",2.8,,
"LUX","Luxembourg","DEP","Deprivation","3_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",5.7,,
"LUX","Luxembourg","DEP","Deprivation","3_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",7.1,,
"LUX","Luxembourg","DEP","Deprivation","3_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",6.1,,
"LUX","Luxembourg","DEP","Deprivation","3_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",5.8,,
"LUX","Luxembourg","DEP","Deprivation","3_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",5.6,,
"LUX","Luxembourg","DEP","Deprivation","3_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",6.9,,
"LUX","Luxembourg","DEP","Deprivation","3_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",5.4,,
"LUX","Luxembourg","DEP","Deprivation","3_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",6.6,,
"LUX","Luxembourg","DEP","Deprivation","3_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",5.8,,
"LUX","Luxembourg","DEP","Deprivation","3_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",5.7,,
"LUX","Luxembourg","DEP","Deprivation","3_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",6.1,,
"LUX","Luxembourg","DEP","Deprivation","3_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",6.7,,
"LUX","Luxembourg","DEP","Deprivation","3_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",6,,
"LUX","Luxembourg","DEP","Deprivation","3_7","Earnings","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",12.2,,
"LUX","Luxembourg","DEP","Deprivation","3_8","Job strain","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",29.1,,
"LUX","Luxembourg","DEP","Deprivation","3_8","Job strain","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",29.9,,
"LUX","Luxembourg","DEP","Deprivation","3_8","Job strain","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",23.1,,
"LUX","Luxembourg","DEP","Deprivation","4_3","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",7.9,,
"LUX","Luxembourg","DEP","Deprivation","4_3","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",7.3,,
"LUX","Luxembourg","DEP","Deprivation","4_3","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",7.1,,
"LUX","Luxembourg","DEP","Deprivation","4_3","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",7.7,,
"LUX","Luxembourg","DEP","Deprivation","4_3","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",8.4,,
"LUX","Luxembourg","DEP","Deprivation","4_3","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",8,,
"LUX","Luxembourg","DEP","Deprivation","4_3","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",7.9,,
"LUX","Luxembourg","DEP","Deprivation","4_3","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",7.4,,
"LUX","Luxembourg","DEP","Deprivation","4_3","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",8.3,,
"LUX","Luxembourg","DEP","Deprivation","4_3","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",8.3,,
"LUX","Luxembourg","DEP","Deprivation","4_3","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",8.7,,
"LUX","Luxembourg","DEP","Deprivation","4_3","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",9.6,,
"LUX","Luxembourg","DEP","Deprivation","4_3","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",9.3,,
"LUX","Luxembourg","DEP","Deprivation","5_6","Students with low skills","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",17.4,,
"LUX","Luxembourg","DEP","Deprivation","7_1","Life satisfaction","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",0,,
"LUX","Luxembourg","DEP","Deprivation","8_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",23.1,,
"LUX","Luxembourg","DEP","Deprivation","10_3","Satisfaction with personal relationships","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",8.7,,
"LUX","Luxembourg","DEP","Deprivation","10_3","Satisfaction with personal relationships","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",8,,
"LUX","Luxembourg","DEP","Deprivation","10_3","Satisfaction with personal relationships","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",9.8,,
"LUX","Luxembourg","VER","Gap between top and bottom performers (vertical inequality)","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",4.2,,
"LUX","Luxembourg","VER","Gap between top and bottom performers (vertical inequality)","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",4,,
"LUX","Luxembourg","VER","Gap between top and bottom performers (vertical inequality)","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",4,,
"LUX","Luxembourg","VER","Gap between top and bottom performers (vertical inequality)","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",4.3,,
"LUX","Luxembourg","VER","Gap between top and bottom performers (vertical inequality)","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",4.1,,
"LUX","Luxembourg","VER","Gap between top and bottom performers (vertical inequality)","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",3.9,,
"LUX","Luxembourg","VER","Gap between top and bottom performers (vertical inequality)","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",4,,
"LUX","Luxembourg","VER","Gap between top and bottom performers (vertical inequality)","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",4.5,,
"LUX","Luxembourg","VER","Gap between top and bottom performers (vertical inequality)","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",4.2,,
"LUX","Luxembourg","VER","Gap between top and bottom performers (vertical inequality)","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",4.2,,
"LUX","Luxembourg","VER","Gap between top and bottom performers (vertical inequality)","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",4.9,,
"LUX","Luxembourg","VER","Gap between top and bottom performers (vertical inequality)","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",4.9,,
"LUX","Luxembourg","VER","Gap between top and bottom performers (vertical inequality)","1_3","Household wealth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",51,,
"LUX","Luxembourg","VER","Gap between top and bottom performers (vertical inequality)","1_3","Household wealth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",49,,
"LUX","Luxembourg","VER","Gap between top and bottom performers (vertical inequality)","3_7","Earnings","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",3.1,,
"LUX","Luxembourg","VER","Gap between top and bottom performers (vertical inequality)","5_1","Student skills (science)","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",1.7,,
"LUX","Luxembourg","VER","Gap between top and bottom performers (vertical inequality)","5_2","Student skills (maths)","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",1.7,,
"LUX","Luxembourg","VER","Gap between top and bottom performers (vertical inequality)","5_3","Student skills (reading)","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",1.9,,
"LUX","Luxembourg","VER","Gap between top and bottom performers (vertical inequality)","7_1","Life satisfaction","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",1.9,,
"LUX","Luxembourg","VER","Gap between top and bottom performers (vertical inequality)","9_2","Satisfaction with time use","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",2.7,,
